x,y,Party
-82.55801162,28.4623613,REP
-82.51021601,28.50820068,DEM
-82.50370449,28.45962223,DEM
-82.47958323,28.44009456,REP
-82.56252925,28.48210986,REP
-82.51083643,28.51978292,DEM
-82.55418863,28.45338038,REP
-82.38429685,28.44254102,REP
-82.5050729,28.48948256,REP
-82.3961876,28.56149918,REP
-82.5043699,28.46480624,REP
-82.61513067,28.46871291,REP
-82.56040558,28.45564459,REP
-82.45964489,28.52753682,REP
-82.62373199,28.452938,REP
-82.43645895,28.58116305,REP
-82.57094083,28.49873739,REP
-82.64219862,28.48816315,REP
-82.56458012,28.46162554,REP
-82.61114404,28.50091865,REP
-82.62599589,28.43448915,DEM
-82.56810811,28.49451618,DEM
-82.54435244,28.49506453,REP
-82.53081545,28.50248851,REP
-82.33760565,28.61757615,DEM
-82.66391944,28.53396647,REP
-82.50054099,28.49899894,REP
-82.34720437,28.580578,DEM
-82.55055217,28.50157896,DEM
-82.48917048,28.56138803,DEM
-82.61445501,28.48914471,DEM
-82.30442146,28.47700717,REP
-82.61408701,28.46598302,REP
-82.61368528,28.52057864,REP
-82.32116024,28.63614204,REP
-82.42011518,28.52504293,DEM
-82.55316753,28.46660244,REP
-82.49923486,28.53129683,DEM
-82.49066398,28.49520894,DEM
-82.46321221,28.47227727,REP
-82.49515148,28.53085969,REP
-82.62393765,28.45184817,DEM
-82.3437698,28.62724983,REP
-82.33370271,28.62636413,REP
-82.62824353,28.47106214,DEM
-82.31369944,28.5443016,DEM
-82.56756911,28.46834677,REP
-82.60551044,28.45024371,DEM
-82.57927443,28.4475101,DEM
-82.13993681,28.56450559,REP
-82.46106254,28.4925701,REP
-82.62292959,28.60277113,REP
-82.49084783,28.5615305,DEM
-82.52036451,28.48213482,DEM
-82.40461727,28.47566486,REP
-82.4798448,28.5036425,REP
-82.31562912,28.56713254,REP
-82.60937834,28.46229504,REP
-82.52175984,28.58810162,REP
-82.38398418,28.56859679,REP
-82.57899503,28.52160572,REP
-82.42292942,28.57886439,REP
-82.53022942,28.50300521,DEM
-82.37096513,28.43623642,REP
-82.4909327,28.46997022,REP
-82.54215292,28.67772132,REP
-82.56175578,28.46650694,REP
-82.44298471,28.5750755,REP
-82.59150627,28.48107588,REP
-82.59043352,28.50497761,REP
-82.49997869,28.51072458,REP
-82.59986543,28.52633774,REP
-82.18926171,28.5366781,REP
-82.44340862,28.55558231,REP
-82.5256618,28.45409168,REP
-82.42796143,28.56758218,REP
-82.42118804,28.57821702,REP
-82.61635507,28.46790394,DEM
-82.54363597,28.47249599,REP
-82.53563578,28.6395443,DEM
-82.58225727,28.45063176,REP
-82.59694809,28.45189087,DEM
-82.57544806,28.46116747,REP
-82.57505287,28.44776941,REP
-82.44576029,28.48862484,DEM
-82.55402157,28.4558417,REP
-82.05520903,28.5191325,REP
-82.49327891,28.46296735,REP
-82.38958833,28.47786029,REP
-82.48809126,28.5342654,DEM
-82.54383262,28.48248727,REP
-82.56988088,28.4977273,REP
-82.54574052,28.48749722,DEM
-82.42002831,28.50229071,REP
-82.54927579,28.49677703,REP
-82.53149224,28.44104405,REP
-82.54445924,28.47260117,REP
-82.62560623,28.47281877,REP
-82.52874288,28.45115097,REP
-82.49222711,28.50256328,REP
-82.50474777,28.5390321,REP
-82.47434906,28.51536404,REP
-82.50426702,28.50546413,DEM
-82.49787787,28.53879586,DEM
-82.50098283,28.49829662,REP
-82.56536641,28.50634615,REP
-82.60954553,28.51786989,DEM
-82.53110921,28.47643905,REP
-82.48463862,28.50721917,REP
-82.44285798,28.56209,DEM
-82.54128862,28.50475081,REP
-82.61242302,28.50039267,DEM
-82.6133821,28.45957413,REP
-82.61728993,28.46355748,REP
-82.60933188,28.44539775,REP
-82.5457847,28.45976762,DEM
-82.3425857,28.44278862,REP
-82.64163769,28.44728039,REP
-82.22007133,28.58376306,DEM
-82.38024465,28.6045517,REP
-82.61500433,28.44281176,DEM
-82.53528126,28.5004616,DEM
-82.39059311,28.53879849,DEM
-82.58071585,28.51927034,DEM
-82.50647999,28.52029136,REP
-82.61562576,28.47040313,REP
-82.47478382,28.49328531,DEM
-82.57113808,28.46014334,DEM
-82.4331816,28.53752864,REP
-82.54726751,28.52858117,REP
-82.61935982,28.46630048,REP
-82.61026087,28.47447735,REP
-82.63826421,28.43400338,REP
-82.3626261,28.58932873,REP
-82.39252147,28.46771944,DEM
-82.58784947,28.43841498,REP
-82.4039435,28.56581306,REP
-82.44189064,28.49119248,REP
-82.38507879,28.57011005,REP
-82.49982646,28.54126301,DEM
-82.4035366,28.61376467,DEM
-82.56007827,28.51413297,REP
-82.50231255,28.48214311,REP
-82.56045169,28.48290527,REP
-82.55717328,28.49749741,REP
-82.55828993,28.46523541,REP
-82.66406029,28.54747209,REP
-82.4629035,28.48855918,REP
-82.51174565,28.48296142,REP
-82.40737258,28.57249384,DEM
-82.49968626,28.4720132,REP
-82.26184082,28.44243501,REP
-82.44903426,28.57531376,REP
-82.55784083,28.4987249,REP
-82.18107959,28.52372094,DEM
-82.54978004,28.61463327,REP
-82.61541688,28.4482274,DEM
-82.3115292,28.57963775,DEM
-82.40000899,28.4944142,REP
-82.54829395,28.43901926,REP
-82.58308567,28.44853662,REP
-82.37925584,28.44986971,DEM
-82.44345667,28.55229396,DEM
-82.56060277,28.46383081,REP
-82.5593742,28.50621578,REP
-82.50511021,28.62865234,REP
-82.29379735,28.55707943,DEM
-82.51332401,28.67126351,DEM
-82.18689994,28.5566689,REP
-82.55347479,28.48972668,REP
-82.49043569,28.48799698,REP
-82.55261679,28.48832056,DEM
-82.42431521,28.48431527,DEM
-82.38622805,28.56471555,DEM
-82.5599876,28.48823944,DEM
-82.53027825,28.61665654,DEM
-82.40929322,28.45018459,REP
-82.32624907,28.50837791,REP
-82.60139268,28.50075326,DEM
-82.59541785,28.52891786,REP
-82.61493284,28.49763117,DEM
-82.53295599,28.55336497,REP
-82.37202434,28.59215647,REP
-82.55319549,28.50489657,DEM
-82.53427218,28.49671324,DEM
-82.60759268,28.47105253,DEM
-82.54362172,28.47641277,REP
-82.40670667,28.63981949,REP
-82.56834747,28.48782747,REP
-82.57515962,28.51868736,DEM
-82.58267797,28.489694,REP
-82.50792912,28.46857627,REP
-82.55222212,28.48462957,REP
-82.52075939,28.5373946,REP
-82.16306157,28.52603065,REP
-82.50639341,28.48149878,REP
-82.54689852,28.45614374,DEM
-82.63158576,28.67702309,REP
-82.3583215,28.47947479,REP
-82.37599198,28.49930241,REP
-82.35914862,28.58432666,REP
-82.57786898,28.50151651,REP
-82.50002079,28.5320769,REP
-82.36555994,28.52414352,REP
-82.16823214,28.54291664,REP
-82.1547962,28.56272797,REP
-82.49942417,28.53685493,DEM
-82.67118019,28.48058314,DEM
-82.3972286,28.43648493,REP
-82.57480521,28.50086612,DEM
-82.55878552,28.49917399,REP
-82.60948193,28.52222019,REP
-82.52590019,28.62631965,REP
-82.56083285,28.46943959,REP
-82.52262816,28.45820439,REP
-82.46509063,28.51783391,REP
-82.57770139,28.50421958,REP
-82.59585377,28.4600314,REP
-82.17022979,28.53510723,REP
-82.59537565,28.45343305,DEM
-82.57050859,28.47099909,REP
-82.36154588,28.4919725,DEM
-82.38957651,28.52492483,REP
-82.41312121,28.55956597,DEM
-82.51586057,28.49469597,DEM
-82.59282686,28.50526009,REP
-82.64317078,28.49029892,REP
-82.523067,28.50248736,REP
-82.60983324,28.48599318,REP
-82.53891448,28.53977934,REP
-82.67988014,28.45931644,DEM
-82.55203666,28.4673134,DEM
-82.51801338,28.58827553,REP
-82.48879598,28.55695606,REP
-82.16006283,28.49386496,REP
-82.49192141,28.46476762,DEM
-82.58114781,28.51895807,DEM
-82.65694662,28.489624,DEM
-82.55239825,28.48442395,REP
-82.58066543,28.44679317,REP
-82.52291451,28.48494416,REP
-82.56291136,28.45745383,DEM
-82.56439893,28.44820243,REP
-82.35555769,28.59661034,REP
-82.53568496,28.59579689,REP
-82.48558061,28.50405805,DEM
-82.47376097,28.49577938,REP
-82.56941995,28.47241533,REP
-82.60367107,28.49600457,REP
-82.42550369,28.4463185,DEM
-82.64569546,28.49563214,REP
-82.41058513,28.48149027,REP
-82.56561657,28.49220719,DEM
-82.63214728,28.43918332,REP
-82.53107035,28.44168235,REP
-82.50820917,28.5053723,REP
-82.32410576,28.50892435,REP
-82.65825557,28.57421737,DEM
-82.34916104,28.5033074,REP
-82.54273057,28.46266184,REP
-82.30404432,28.54567239,REP
-82.36971004,28.53437492,REP
-82.59345388,28.46557886,REP
-82.2234439,28.49250423,DEM
-82.60978471,28.50553423,REP
-82.5899719,28.44081754,DEM
-82.51939189,28.50232213,DEM
-82.59852495,28.48502267,REP
-82.54524069,28.47807708,DEM
-82.60173364,28.48689641,REP
-82.5963322,28.55544416,DEM
-82.59120118,28.44535305,DEM
-82.52693533,28.45685496,DEM
-82.09239527,28.49002455,REP
-82.60910617,28.48480813,REP
-82.60209976,28.53509769,REP
-82.55691315,28.69354087,DEM
-82.5373327,28.480273,REP
-82.5846389,28.67517934,REP
-82.37558522,28.44911997,REP
-82.6067616,28.47964319,DEM
-82.51489051,28.44092313,REP
-82.59888324,28.45365953,REP
-82.38571117,28.48073272,DEM
-82.51343123,28.48100035,REP
-82.60011025,28.46111204,DEM
-82.52965091,28.54632433,DEM
-82.51914037,28.64821376,REP
-82.44096021,28.59037933,REP
-82.42861957,28.50213953,DEM
-82.55695517,28.46852013,REP
-82.50896617,28.5282059,REP
-82.36281585,28.53289377,DEM
-82.26970552,28.56884114,REP
-82.55916734,28.4844872,DEM
-82.54105211,28.44200281,REP
-82.42420406,28.48299826,REP
-82.48764221,28.55279916,REP
-82.42912155,28.54838889,DEM
-82.61705516,28.46427064,REP
-82.60164428,28.50624415,REP
-82.6130012,28.46004421,REP
-82.54387553,28.45512825,REP
-82.55119781,28.68180946,REP
-82.55772355,28.50378959,DEM
-82.60334544,28.4586213,DEM
-82.5513989,28.51537608,REP
-82.54591017,28.53236528,REP
-82.34876969,28.54951171,REP
-82.5240076,28.45823693,REP
-82.14013127,28.49666352,REP
-82.54321169,28.59925833,DEM
-82.11377082,28.49482981,REP
-82.67331128,28.45969822,REP
-82.55797553,28.48465629,DEM
-82.56073798,28.50111519,REP
-82.49219135,28.4832118,DEM
-82.33847333,28.53616942,REP
-82.60947999,28.51186498,DEM
-82.18308396,28.47877576,REP
-82.58099946,28.44623862,DEM
-82.48699626,28.47246788,DEM
-82.5750564,28.47500335,DEM
-82.53863067,28.50671976,REP
-82.55034306,28.51323072,REP
-82.52033687,28.47972762,DEM
-82.53785559,28.48910908,DEM
-82.52237862,28.48825853,REP
-82.60745214,28.47557647,REP
-82.48745017,28.44784738,DEM
-82.42815852,28.55305889,DEM
-82.57980328,28.48838539,DEM
-82.53799811,28.48762596,REP
-82.56441117,28.44939935,REP
-82.55355069,28.49990264,REP
-82.49193397,28.5123427,DEM
-82.27392537,28.61901044,REP
-82.49998244,28.60194959,REP
-82.49412073,28.65828744,REP
-82.53178912,28.53486865,REP
-82.52515469,28.4387686,DEM
-82.27739858,28.58935146,REP
-82.63211355,28.44117789,REP
-82.54875625,28.45618531,DEM
-82.48720871,28.50724971,DEM
-82.30526887,28.452142,REP
-82.57016547,28.47108994,REP
-82.58749378,28.51158762,REP
-82.51412817,28.68298855,REP
-82.50780791,28.50536832,REP
-82.50351627,28.52021674,REP
-82.5396774,28.4694355,REP
-82.55348955,28.47173302,REP
-82.55359002,28.50259225,DEM
-82.55091971,28.59637697,REP
-82.42587924,28.53249187,DEM
-82.57628242,28.50391844,DEM
-82.57006714,28.48515335,REP
-82.36124115,28.57232769,REP
-82.51012384,28.50399442,REP
-82.53620345,28.47471236,DEM
-82.5593948,28.48479872,DEM
-82.38345328,28.43935828,REP
-82.50295266,28.53038243,REP
-82.52743496,28.43563587,DEM
-82.48945624,28.64599088,REP
-82.59666147,28.44234961,DEM
-82.50419512,28.62234577,REP
-82.60831012,28.43556204,DEM
-82.42803375,28.44009232,REP
-82.39984118,28.44447039,REP
-82.60569037,28.46003736,DEM
-82.57020545,28.47714954,REP
-82.55608195,28.45493427,REP
-82.59496357,28.51261001,DEM
-82.44496307,28.52009859,REP
-82.61305064,28.49072609,DEM
-82.4939926,28.48088116,REP
-82.54806131,28.47594508,REP
-82.34511429,28.57511226,REP
-82.59220736,28.51498052,REP
-82.46474132,28.44732302,REP
-82.42124582,28.533726,DEM
-82.51437711,28.57805285,REP
-82.32744753,28.63357209,REP
-82.32454956,28.58825529,REP
-82.65828289,28.5619667,REP
-82.63873831,28.5749304,REP
-82.25859198,28.49982532,REP
-82.45241128,28.45893227,REP
-82.46740845,28.45783163,REP
-82.62112465,28.54860698,REP
-82.51034796,28.65033044,DEM
-82.5257852,28.49463868,REP
-82.54801818,28.4841251,REP
-82.27725948,28.53777742,DEM
-82.49563893,28.5616751,DEM
-82.5776036,28.48567629,REP
-82.43835361,28.43948761,DEM
-82.56246799,28.44717019,REP
-82.5638316,28.54341195,DEM
-82.4829333,28.5392673,DEM
-82.54135144,28.49180844,REP
-82.60404549,28.45937349,REP
-82.52361222,28.68089574,DEM
-82.60437994,28.47020319,REP
-82.58232999,28.44563175,REP
-82.54375628,28.60764084,REP
-82.59508708,28.46296166,DEM
-82.472126,28.54090187,DEM
-82.59160941,28.51546821,DEM
-82.64097279,28.62681884,REP
-82.49858149,28.65994431,DEM
-82.55112597,28.4398653,DEM
-82.49048597,28.55983228,REP
-82.50646228,28.46459955,DEM
-82.58579111,28.45067496,DEM
-82.26961563,28.60497624,DEM
-82.61718748,28.44241916,DEM
-82.52283954,28.64804899,REP
-82.63921669,28.45823848,DEM
-82.50870293,28.45705896,REP
-82.5483735,28.69264206,REP
-82.33422821,28.50491797,DEM
-82.45438255,28.53240796,REP
-82.58948869,28.4932831,DEM
-82.50586638,28.51476983,REP
-82.35188297,28.54256449,REP
-82.59321826,28.48981937,REP
-82.54329272,28.47168094,REP
-82.52939454,28.66693946,REP
-82.50328242,28.65248339,DEM
-82.51600808,28.47895742,REP
-82.5693973,28.48898571,REP
-82.42126551,28.50311439,REP
-82.58181044,28.54183494,REP
-82.50521164,28.59303189,REP
-82.52263119,28.45233461,REP
-82.60668687,28.52379404,REP
-82.46461807,28.52732657,DEM
-82.5175834,28.54593955,REP
-82.51809438,28.506775,DEM
-82.52107095,28.53721617,REP
-82.50503387,28.52846549,REP
-82.555306,28.44302901,DEM
-82.55629844,28.45309456,DEM
-82.59970102,28.44497974,REP
-82.51120614,28.46932296,DEM
-82.41754851,28.55273248,REP
-82.53211392,28.47020558,REP
-82.33505796,28.51393957,DEM
-82.42032122,28.57403401,REP
-82.60805205,28.46685824,DEM
-82.39855133,28.5584297,REP
-82.50158152,28.51592998,DEM
-82.51642191,28.45438236,DEM
-82.54625628,28.47096349,REP
-82.50594751,28.51758997,DEM
-82.32932118,28.57412134,REP
-82.51447208,28.50976279,REP
-82.56969658,28.45978389,DEM
-82.6084086,28.46856145,REP
-82.57822868,28.51469804,DEM
-82.4332875,28.52237793,REP
-82.60090558,28.45374323,DEM
-82.54563686,28.43788151,DEM
-82.49433433,28.53454378,DEM
-82.56681607,28.50712918,REP
-82.50560063,28.47022461,DEM
-82.55041816,28.51960282,REP
-82.49813953,28.53730374,REP
-82.61347838,28.43645107,DEM
-82.29903629,28.61540914,REP
-82.53402788,28.65769454,REP
-82.61367694,28.48759638,DEM
-82.60119732,28.44334325,REP
-82.35332345,28.58119214,REP
-82.57972228,28.51806203,DEM
-82.46776677,28.4601136,REP
-82.49961806,28.50181097,DEM
-82.38392324,28.45936058,REP
-82.41578471,28.47836953,REP
-82.55510773,28.44945348,REP
-82.56955077,28.44065157,DEM
-82.56496833,28.49248442,REP
-82.61596916,28.52580528,DEM
-82.52088273,28.48925201,REP
-82.31070353,28.50792437,REP
-82.58032175,28.46856276,DEM
-82.51531578,28.51014401,REP
-82.57785368,28.45811008,DEM
-82.4940756,28.50107645,REP
-82.46692916,28.43927809,DEM
-82.59357227,28.45517264,DEM
-82.54199581,28.46446856,REP
-82.52300738,28.55471758,DEM
-82.49666198,28.48388552,REP
-82.54303131,28.46116738,DEM
-82.37465255,28.54292379,REP
-82.50532201,28.45593897,REP
-82.49848944,28.46165944,DEM
-82.38815199,28.52955644,REP
-82.3482722,28.57935924,REP
-82.27038752,28.47986693,REP
-82.37251968,28.50171778,DEM
-82.57345177,28.50420061,REP
-82.36491252,28.64161318,DEM
-82.53092967,28.5029342,REP
-82.54039895,28.46416002,REP
-82.61148164,28.52303539,REP
-82.55602157,28.44289921,DEM
-82.27547123,28.64320823,DEM
-82.6428869,28.55552874,DEM
-82.33047971,28.59918885,REP
-82.56181171,28.43398047,DEM
-82.52386279,28.46409089,REP
-82.49879895,28.65805892,REP
-82.48892375,28.47748768,DEM
-82.61373653,28.4727068,REP
-82.31486281,28.55587834,DEM
-82.48293229,28.45937846,REP
-82.50838348,28.47718919,REP
-82.35592951,28.53263289,REP
-82.60964967,28.46477823,REP
-82.64048235,28.54278918,REP
-82.30996369,28.54111197,REP
-82.51767211,28.47018394,REP
-82.3051641,28.53569999,REP
-82.17420518,28.54416331,REP
-82.29941474,28.61440256,DEM
-82.59995158,28.45031988,DEM
-82.57660527,28.51200446,REP
-82.49667488,28.59569363,DEM
-82.49152809,28.49749254,DEM
-82.45372462,28.45054169,DEM
-82.55352108,28.50414059,DEM
-82.55396314,28.44962468,DEM
-82.50658863,28.46426587,DEM
-82.57604453,28.50338523,REP
-82.27825122,28.51571322,REP
-82.496751,28.54425033,REP
-82.52439004,28.54112055,REP
-82.38345467,28.56543825,REP
-82.40121593,28.43626319,REP
-82.54074472,28.46464009,REP
-82.52208381,28.48706303,REP
-82.59277645,28.47227649,DEM
-82.07114663,28.51569824,DEM
-82.51453483,28.45983797,REP
-82.51576923,28.50876702,DEM
-82.45608289,28.66684649,REP
-82.56288656,28.46680841,REP
-82.61274352,28.43686542,REP
-82.58791285,28.51807498,DEM
-82.52582825,28.46937028,DEM
-82.6074567,28.4632921,DEM
-82.61275426,28.46222791,REP
-82.61307993,28.47587176,REP
-82.51015244,28.52439961,REP
-82.50068201,28.50588578,REP
-82.47198275,28.51856518,REP
-82.56998301,28.45195496,DEM
-82.26539306,28.46042401,REP
-82.52962031,28.58038387,DEM
-82.50702483,28.58120313,DEM
-82.5102128,28.50560861,REP
-82.61823484,28.4658071,REP
-82.51439479,28.50971483,DEM
-82.4913882,28.54065304,DEM
-82.6166874,28.45885267,DEM
-82.62387137,28.44021692,REP
-82.53827495,28.46422679,REP
-82.47800086,28.47630494,REP
-82.28589695,28.66619997,DEM
-82.54227519,28.46350048,REP
-82.48651151,28.49284775,REP
-82.28964084,28.51448313,DEM
-82.39067613,28.56528748,DEM
-82.49217208,28.5380365,REP
-82.58059788,28.52226271,DEM
-82.59994684,28.49122666,REP
-82.39124595,28.51305513,REP
-82.40589069,28.54232338,REP
-82.43466908,28.55390029,REP
-82.59124864,28.4609051,DEM
-82.48780263,28.43523322,REP
-82.43016429,28.44692932,DEM
-82.49775055,28.54281282,REP
-82.50344582,28.64381643,REP
-82.55196794,28.45694463,DEM
-82.58150834,28.45156067,DEM
-82.52928738,28.4689687,DEM
-82.57251017,28.47804101,REP
-82.42027237,28.46056511,REP
-82.2568522,28.49682922,REP
-82.55977081,28.50321047,REP
-82.56330159,28.50629515,REP
-82.52237424,28.63363954,REP
-82.57033432,28.4845171,REP
-82.5628681,28.43778193,DEM
-82.52849233,28.54584391,REP
-82.44691262,28.53744252,DEM
-82.57096054,28.50561549,DEM
-82.41041624,28.55362517,DEM
-82.46180472,28.51275703,REP
-82.30486744,28.44374066,REP
-82.58895958,28.4977901,REP
-82.53805748,28.49437362,DEM
-82.50298534,28.48608986,DEM
-82.37269201,28.47591307,REP
-82.60996042,28.51703571,DEM
-82.62508861,28.4511982,REP
-82.53645732,28.67697453,REP
-82.38611204,28.43637833,DEM
-82.49791476,28.52241443,DEM
-82.5477538,28.47458178,REP
-82.53585376,28.50512263,REP
-82.47726773,28.46986158,DEM
-82.63103541,28.44220283,REP
-82.57830764,28.45466907,REP
-82.50731898,28.44259127,REP
-82.55438911,28.45495423,DEM
-82.40188959,28.4785454,REP
-82.45224053,28.50129553,REP
-82.08294483,28.48691207,REP
-82.49908154,28.49752469,REP
-82.4178365,28.53904896,REP
-82.56270904,28.59080137,DEM
-82.63196854,28.53208724,REP
-82.54477634,28.46716839,REP
-82.57250105,28.47491448,DEM
-82.5437485,28.449937,DEM
-82.56861734,28.49468618,REP
-82.48727631,28.56201202,REP
-82.50453969,28.55370984,REP
-82.27872017,28.59183783,REP
-82.40467034,28.4404363,DEM
-82.57476541,28.45962135,DEM
-82.49034973,28.5069709,REP
-82.32788123,28.51532981,DEM
-82.58892793,28.47597648,REP
-82.51661198,28.68300271,REP
-82.38335264,28.51676403,DEM
-82.33189525,28.58944492,REP
-82.54599985,28.46299001,DEM
-82.52759354,28.45848993,REP
-82.52096125,28.43964515,DEM
-82.07850166,28.49316252,DEM
-82.61988107,28.45558403,DEM
-82.52602168,28.48552556,REP
-82.58367327,28.44925352,REP
-82.58684121,28.51820829,DEM
-82.41310858,28.54204027,DEM
-82.60138005,28.46054452,REP
-82.52248549,28.47380051,REP
-82.5885038,28.50283564,REP
-82.52351232,28.45759158,DEM
-82.43239117,28.58037657,REP
-82.57264452,28.44345975,REP
-82.50309442,28.6195238,REP
-82.56750303,28.64443937,REP
-82.48568033,28.53972584,REP
-82.58551529,28.46142661,DEM
-82.26370557,28.45007651,REP
-82.50169725,28.52840045,DEM
-82.63267973,28.43602119,DEM
-82.53784546,28.48591476,REP
-82.55760757,28.51323871,REP
-82.55052392,28.62535482,REP
-82.4601702,28.52285211,REP
-82.40449785,28.50052393,REP
-82.60519395,28.67967175,REP
-82.52279065,28.44929324,REP
-82.49186764,28.54033969,DEM
-82.58546239,28.4598036,DEM
-82.49885035,28.55849779,DEM
-82.56937087,28.4378968,DEM
-82.60229432,28.49186203,REP
-82.44908371,28.43941648,REP
-82.42432735,28.58409354,REP
-82.53459624,28.43506396,REP
-82.56075653,28.44663696,REP
-82.61837696,28.45889777,REP
-82.52431356,28.50060443,REP
-82.36294601,28.62598898,REP
-82.49855286,28.50671184,REP
-82.49806789,28.49385013,REP
-82.48358443,28.5382527,REP
-82.32835536,28.50298943,REP
-82.5000094,28.51609459,DEM
-82.27983416,28.56207538,DEM
-82.36174721,28.56059899,REP
-82.61569852,28.51220554,DEM
-82.53208868,28.43916809,REP
-82.45307835,28.48095741,REP
-82.43201772,28.44049307,REP
-82.32836472,28.55371513,REP
-82.43761075,28.53902946,REP
-82.53028477,28.66823299,REP
-82.54663529,28.6598811,REP
-82.42639694,28.52745705,REP
-82.54210815,28.45759272,REP
-82.57712185,28.48966002,REP
-82.60396381,28.47023656,DEM
-82.57156803,28.50731602,REP
-82.46368771,28.49510499,REP
-82.40268922,28.438372,REP
-82.44005754,28.44341221,DEM
-82.56053731,28.5769625,DEM
-82.5399597,28.49495999,REP
-82.41268448,28.43532598,REP
-82.27875948,28.54278185,REP
-82.52728873,28.436374,REP
-82.56954375,28.44394952,REP
-82.41556229,28.52827473,REP
-82.20221153,28.48413431,DEM
-82.3403092,28.57143019,DEM
-82.61368497,28.52526341,DEM
-82.5585798,28.46798196,REP
-82.54976259,28.53190988,REP
-82.3696488,28.44248994,DEM
-82.48031493,28.49749904,DEM
-82.4851217,28.56052101,REP
-82.61325436,28.47072832,REP
-82.31772404,28.44949545,DEM
-82.43707702,28.44342025,DEM
-82.54729957,28.49899878,REP
-82.38168322,28.50048243,DEM
-82.53186695,28.46388791,REP
-82.22101845,28.49722486,REP
-82.49936932,28.45134214,REP
-82.55794081,28.48168081,REP
-82.2151475,28.52616929,REP
-82.51122747,28.48117667,REP
-82.61455889,28.46738102,DEM
-82.28612083,28.5119491,REP
-82.27718077,28.48735932,REP
-82.48986645,28.6324932,REP
-82.43441175,28.50516238,DEM
-82.50727805,28.49914446,DEM
-82.60401207,28.47629771,REP
-82.30888919,28.52028054,REP
-82.50942198,28.46123737,REP
-82.57289826,28.47283271,DEM
-82.40155885,28.45139,REP
-82.55436153,28.46834609,DEM
-82.32600256,28.58610534,REP
-82.58931714,28.442408,DEM
-82.55014896,28.43582908,DEM
-82.53880926,28.48118491,REP
-82.5717349,28.65389233,REP
-82.49981208,28.63036406,REP
-82.41485515,28.55805753,REP
-82.54245782,28.53760442,DEM
-82.51145829,28.52412284,REP
-82.48434585,28.52187112,REP
-82.49435016,28.5309274,REP
-82.53945641,28.49349725,REP
-82.57799506,28.531882,REP
-82.52016258,28.46469564,REP
-82.49091433,28.54536677,REP
-82.55693548,28.46245254,REP
-82.4858823,28.45557525,DEM
-82.60170034,28.50878739,DEM
-82.55260128,28.49935013,REP
-82.6106986,28.48331698,REP
-82.54134317,28.47589468,DEM
-82.30618077,28.50554888,DEM
-82.58095375,28.51321672,REP
-82.59954287,28.45528958,REP
-82.65061752,28.56156104,DEM
-82.31548687,28.5292753,REP
-82.51759712,28.53447772,DEM
-82.46531513,28.47492293,REP
-82.6444385,28.56915345,REP
-82.53288275,28.48500663,DEM
-82.5100193,28.47220982,REP
-82.27622321,28.55187307,REP
-82.56364214,28.53725707,REP
-82.41206862,28.54313159,DEM
-82.57501965,28.50286158,REP
-82.55473179,28.45776081,REP
-82.56355364,28.46715627,DEM
-82.38713462,28.44989042,REP
-82.25826176,28.48012282,REP
-82.5531228,28.57181154,DEM
-82.46455627,28.45800684,DEM
-82.56341806,28.5208171,REP
-82.59602333,28.5196073,REP
-82.47926916,28.54522374,REP
-82.49146186,28.562705,REP
-82.5929698,28.4362348,REP
-82.65915211,28.54162742,REP
-82.53538508,28.49583519,REP
-82.43474438,28.58405198,REP
-82.5878778,28.50084772,DEM
-82.5146556,28.57078556,DEM
-82.52233651,28.43696598,REP
-82.49229658,28.54702055,REP
-82.51431819,28.47999182,REP
-82.49199657,28.46638052,DEM
-82.57270564,28.51996165,DEM
-82.50645897,28.50401901,REP
-82.17048193,28.53774504,REP
-82.22082628,28.54492194,REP
-82.42407073,28.44267214,DEM
-82.49557592,28.44201442,DEM
-82.52485973,28.47101133,DEM
-82.51489165,28.46712377,DEM
-82.54237108,28.45945521,REP
-82.48096234,28.51382357,REP
-82.49052062,28.48842732,DEM
-82.12345765,28.5147668,REP
-82.43340621,28.48138744,REP
-82.23157321,28.53102162,REP
-82.34528776,28.44014213,DEM
-82.47996893,28.59513174,REP
-82.62942485,28.43421195,REP
-82.40707417,28.48776102,REP
-82.53713878,28.49911382,REP
-82.37756307,28.47177546,DEM
-82.31091192,28.50783697,REP
-82.10884341,28.49470886,DEM
-82.5460351,28.43951725,DEM
-82.31807524,28.56790909,REP
-82.60810568,28.52389514,DEM
-82.63742109,28.55312879,REP
-82.54612626,28.49003335,REP
-82.59302534,28.49790059,REP
-82.51401991,28.46112306,DEM
-82.15107925,28.53112287,REP
-82.23631823,28.55842699,REP
-82.48732286,28.51612968,REP
-82.52632813,28.53579923,DEM
-82.50525894,28.516773,REP
-82.59611845,28.52177441,DEM
-82.63744445,28.50306389,REP
-82.22512399,28.51146426,REP
-82.43782524,28.54547565,REP
-82.59199793,28.44323559,REP
-82.53002116,28.64887431,REP
-82.45510182,28.44676474,DEM
-82.52611565,28.45009546,DEM
-82.47099764,28.52933847,DEM
-82.55764059,28.47607863,DEM
-82.59570813,28.4667116,REP
-82.39527235,28.5811634,REP
-82.43781796,28.66431177,REP
-82.49457025,28.55101021,DEM
-82.56207066,28.45772148,REP
-82.44109295,28.44728822,REP
-82.54783838,28.47023125,DEM
-82.42295505,28.50835311,REP
-82.50762152,28.61963318,REP
-82.44990109,28.57406363,REP
-82.49880172,28.55365685,DEM
-82.35038826,28.6040005,REP
